"x","y","z"
293098.358381503,244952.231213873,190164.161849711
296294.842767296,248874.666666667,186904.402515723
299856.64114094,250000.168456376,184205.369127517
303891.612903226,254273.032258065,180945.591397849
308938.666703911,257052.722513966,176258.324022346
315561.253303571,260728.75125,172275.714285714
323293.501764706,265523.016470588,167931.764705882
332998.231090909,263257.281090909,162185.454545455
287050.088095238,237991.626904762,198497.619047619
284642.871794872,235538.871794872,202050
276689.364285714,207473.55,232363.142857143
273249.076923077,204606.692307692,236847.692307692
271522.131313131,202616.868686869,240748.686868687
271361.169208198,200817.714063936,244133.258426966
270170.257100939,202151.600847432,248291.396648045
272275.463657858,195496.972281531,249995.229357798
275675.223748047,189330.890497749,250427.401574803
282841.735449735,233386.666666667,205088.042328042
281962.451219512,230193.536585366,207983.414634146
282562.728295455,226731.137386364,212203.636363636
281895.373239437,224408.084507042,216410.704225352
280973.460992908,220429.893617021,219288.510638298
280101.824817518,217183.364963504,222692.554744526
278663.412790698,213842.906976744,225820.465116279
278038.236124031,210864.797906977,229168.372093023
292148.932330827,237403.428571429,191232.781954887
295860.070175439,239843.929824561,187450.701754386
298762.704819277,243486.054216867,184938.313253012
302709.520467836,245515.789473684,182113.450292398
306556.173913043,249233.739130435,178326.739130435
310459.980676329,252692.251207729,174794.009661836
318246.559591837,255049.787755102,170414.693877551
325588.224485981,259535.490841122,166129.719626168
289372.839506173,234501.882716049,195026.172839506
287768.078333333,231790.029444444,198107.777777778
280480.322302158,203493.525179856,230219.568345324
278518.384976526,201313.802816901,233712.863849765
274685.591397849,197542.88172043,238405.591397849
275147.42728804,194587.670409882,241424.525547445
272795.567470626,196675.566194892,245272.201257862
275427.00438869,190931.709647351,247236.097560976
277294.01646945,185525.837231894,248277.333333333
285071.673469388,228301.931972789,201859.591836735
284389.073170732,225517.463414634,207008.780487805
283783.789473684,222808.842105263,210111.842105263
283972.222222222,219966,213661.944444444
282937.062937063,217361.006993007,217119.160839161
281943.912087912,213883.076923077,220167.692307692
281623.122670807,210115.208074534,223549.565217391
280726.048387097,207071.306451613,226903.870967742
295770.823529412,232479.529411765,189624.411764706
299050.165467626,235954.079136691,186031.366906475
302291.801024096,238409.459156627,183253.012048193
305462.684444444,241212.16,178573.333333333
310420.431693989,245370.004371585,176750.163934426
314988.492,248160.053,173187
320660.095172414,250171.816206897,168096.551724138
292959.174193548,229792.206451613,192230.967741935
289876.711592357,226696.802547771,196267.006369427
283504.350877193,200635.122807018,228289.356725146
282927.821656051,196259.01910828,231283.312101911
279883.873096447,194517.035532995,235663.959390863
277643.294117647,190674.823529412,238783.790849673
277392.039038986,191282.079569714,243717.678571429
278602.35463475,185720.174510961,244653.605442177
280132.420150714,178950.578081838,245648.834355828
287447.778939394,224626.399393939,199649.696969697
285910.463576159,221990.781456954,203288.21192053
285916.422360248,218853.962732919,207238.260869565
285696.244274809,216717.435114504,210831.755725191
284994.707692308,213649.723076923,214846.153846154
284675.517557252,210748.335877863,217729.465648855
285464.483221476,206519.624161074,221746.308724832
284042.192592593,204074.192592593,225088.888888889
