"x","y","z"
242954.313953488,213712.825581395,211066.511627907
241441.637010676,210510.558718861,214679.572953737
272035.187214612,240712.068493151,167399.817351598
277967.1171875,243844.70703125,163210.15625
282229.064748201,246211.683453237,160030.35971223
287814.358078603,250991.441048035,156951.441048035
293584.069868996,254829.554585153,153398.602620087
300073.762068966,257971.527586207,149907.310344828
305837.2808,259302.5164,145668.8
316344.636666667,263206.154166667,143231.666666667
322500.501694915,263560.93559322,138720.677966102
267135.237196262,235528.634766355,172123.364485981
262253.244712991,232759.685800604,175649.546827795
245042.832835821,201519.788059702,216261.492537313
243864.264150943,199110.146226415,221288.113207547
244557.743589744,196229.435897436,227508.58974359
243028.12371134,191849.567010309,231626.597938144
238884.585526316,189696.644736842,238408.421052632
242241.221374046,184149.007633588,239887.022900763
249371.554569901,181182.267371152,244309.771689498
258369.646464646,227903.070707071,179825.252525253
254909.130434783,223260.652173913,184814.782608696
249783.582173913,223621.930217391,188197.391304348
249140.292307692,218861.738461538,193223.076923077
245260.971428571,216377.714285714,197395.428571429
244714.538461538,213725.086538462,200528.461538462
242450.285714286,211684.571428571,206117.959183673
245366,205876.923076923,212138.076923077
277606.090225564,235260.488721805,164451.127819549
283191.272727273,239060.210526316,161176.076555024
287334.914572864,242185.809045226,157415.27638191
293399.221238938,245969.651917404,154532.743362832
297755.774949495,250823.149242424,150983.03030303
304014.142857143,252649.923809524,147039.80952381
310570.191111111,254350.20952381,144523.80952381
317686.045106383,258758.121276596,140338.723404255
271877.178947368,231183.521052632,169056.631578947
266977.238510638,227207.905531915,174355.744680851
249350.813688213,198317.870722433,213380.076045627
248948.055555556,195053.777777778,218808.75
247807.340659341,191343.065934066,224111.501831502
246942.990990991,188102.198198198,227923.603603604
245590.740740741,185124.592592593,233963.950617284
246664.471014493,179713.413043478,237523.768115942
253293.890710383,172447.759562842,240305.355191257
262467.868131868,222661.04029304,177091.282051282
259455.608695652,217564.059006211,181295.652173913
254797.544041451,215079.21761658,184147.979274611
251101.090909091,215532.531468531,188626.853146853
250964.753138075,211458.543933054,193932.719665272
250163.636363636,207201.454545455,198339.818181818
248643.835962145,204915.482649842,203544.984227129
247294.225092251,202267.05904059,207486.642066421
283151.639285714,229008.471428571,162542
287956.658227848,231887.797468354,158980.5907173
293486.045248869,235142.660633484,156218.642533937
298007.630769231,240331.323076923,153017.846153846
302616.64516129,245938.822580645,149428.817204301
308828.976849315,245692.473972603,146070.136986301
314749.964324324,250159.775135135,143515.675675676
278189.773480663,225950.392265193,166179.005524862
272014.962616822,222023.579439252,170217.757009346
252284.183006536,194630.147058824,208298.562091503
253028.877022654,191012.394822006,215306.537216828
252251.009584665,187302.926517572,219900.447284345
250932.489208633,184940.201438849,225453.525179856
251701.230769231,181254.461538462,230300.192307692
253745.021428571,174720.607142857,234623.714285714
259148.992424242,168150.151515152,239605.454545455
268793.525547945,218163.24609589,173970.136986301
264721.941422594,213483.380753138,178183.09623431
261179.767241379,210809.862068966,183576.551724138
258909.27443609,208345.684210526,186090.37593985
257437.613559322,206614.128813559,191531.254237288
254826.738983051,202810.359322034,195742.101694915
253854.476190476,199661.079365079,199528.253968254
251937.103448276,197793.931034483,203919.540229885
