,Me-179,a-AVLP043,a-CL200,a-AVLP043,Lo-38,a-PLP.78,"a-PLP120, PLP145",Lo-178,Lo-LT67,a-PLP251,AMe26,Lo-LT75,Me-CB0156,AMe20,AMe12,ga-PLP131,gl-SCL.56,Lo-VES044,Me-CB0165,Me-CB0304,Me-CB0389,Me-CB0111,Me-CB0081,Me-188,Me-MC62-b,a-AVLP041,Me-CB0167,Me-15,a-LHPV3c1,Me-182,"a-PLP120, PLP145",a-PLP177,a-PLP231,a-PVLP.SCL.2,a-PVLP.SLP.13,"a-SLP223, SLP224","a-SMP459, SMP460",ga-CL063,ga-MB-C1,"gl-PLP185, PLP186",a-CL258,a-LHPV8c1,u-PLP.349,Me-15,Lo-35,AMe26,AMe26,Lo-LT57,Lo-PLP091,AMe26,Lo-PLP126,AMe26,Lo-SLP357,AMe12,Lo-VES044,MC62,MC62-d,Me-1,Me-10,AMe12,Lo-CB0274,Lo-47,AMe12,Lo-LT43,Lo-LT43,Lo-175,a-CL258,Lo-PLP125,Lo-SLP449,Me-15,Lo-178,Lo-144,Lo-SLP357,AMe26,AMe12,AMe12,Me-75,Me-186,AMe12
Lo-35,-1.001080072974261,-0.611376127737262,1.1681454240810596,-0.7859890882479829,-0.4132280120866116,-1.112183854325582,-1.0161340903355833,-0.3070641511691661,-0.41669619550457015,0.23694549543291596,-0.4225649989255081,-0.7105991024755851,-1.1320164397609709,-0.9173971016333637,-0.8091423210321219,-0.420787603740128,-0.42954656391301466,-0.39717014079342794,-0.35901029700398557,-0.09418191449680065,0.690997784590197,0.3341241119789173,-0.03735997652974574,-0.832043492011991,2.031226754587585,-0.7056989815919448,1.1727118655629967,-0.6777885023611612,1.6682839590598442,-0.9177502944081375,-1.053947988819982,0.17869456388538427,0.16378005380491356,-0.5691727090827972,2.1080630890080063,-0.4231160443422581,0.7384365876362017,-0.8461717661610457,-0.7074054346971393,-0.4190790380624779,0.2675599348380683,1.6099441720231962,-0.5430108123821564,1.0483115097551792,0.10683754305439243,1.5966357710106023,-0.5711669555205015,2.069255952389274,0.15032838237330243,-0.40114964632286965,1.1785090095977917,1.997342264318778,0.3059441078931009,0.9626547780934722,-0.4595731042177833,2.1770545143424025,-0.40950523827878116,-0.430378059363939,-0.39372736441257233,-0.5300470370152477,1.645684996425086,-0.9781135279141229,-0.9856703468094108,-0.36513429134755937,-0.3937200940110481,-0.3831305140884611,-0.675919643604771,-0.6351420407001557,-0.580088808386577,0.720600656000017,-0.40640086882434423,-0.4102307773455121,-0.4134063256229323,-0.5621715476896496,-0.41809625801257183,-0.701455518474518,-0.4085205915611083,-0.6888279772963568,-2.1064965079223703
AMe26,-0.39785195716120714,-0.24813529629094208,-0.22941573387056263,-0.34640341400872937,-0.15681251204679578,-0.8036207804663246,-0.3681238673088547,-0.4572102020694754,-0.1568125120467959,-0.5137003722246349,-0.16658099888065953,-0.29367143641051335,-0.968565830437438,0.4669697079529794,-0.35717967409642304,-0.16698964031185928,-0.14645975437882885,-0.14998295745037912,-0.14645975437882855,-0.5853738765245127,-0.8901904710055283,-0.9192690795349732,-0.3970537670707001,-0.34274554353454834,-0.13538810472195573,-0.30160135623364026,-0.2235849099462034,-0.29688260613932005,2.699762802370651,-0.3628997091832423,-0.4225649989255083,-0.36931610168649487,1.2187567098865415,-0.21783372251022545,-0.14645975437882905,-0.19874868427499082,-0.33435410844778846,0.2526884398867532,-0.30356246580969926,-0.1665809988806594,-0.5144618102538356,-0.3348744110513896,-0.22207643579819666,-0.22227080044538663,1.5966357710106023,-0.11895773785772097,-0.20412414523193087,-0.16058063792223573,-0.5328708754150675,-0.1601281538050883,-0.25501475340612384,-0.20676766567910485,1.4501443330888009,-0.23787422041022477,-0.18473268089846342,-0.17281816283231693,-0.14645975437882913,-0.14285714285714227,-0.13018891098082364,-0.7009165989501361,3.1339846767953405,-0.39811080574581337,-0.6315347720497821,-0.15343224377184786,-0.157290035205471,-0.1788623606744787,-0.522469161786243,-0.24828176658071216,-0.23199469845727214,-0.2902275009913447,1.4543441225434062,-0.19044534662682847,-0.1391689327581978,-0.2367371222054242,-0.7957049389759191,-0.29166666666666574,-0.16012815380508777,-0.2616165426451112,0.401382130708517
AMe26,-0.28514281791402896,-0.1601281538050886,-0.18181818181818027,-0.2550147534061236,-0.077693096886551,-0.5535055618589634,-0.28514281791402957,-0.28487837127244936,-0.1102077537555958,-0.36835431600672636,-0.12340351046845788,-0.19900743804199608,-0.6554966701874365,1.1764129803661094,-0.21978611786195767,-0.1391689327581981,-0.11915864618843298,-0.12751534261266706,-0.1005037815259215,-0.4133836909571643,-0.6013377943029545,0.8755393770583578,-0.3157801154792155,-0.23409933797291665,-0.1191586461884332,-0.19874868427499084,-0.15681251204679547,-0.19601428307463403,-0.2744655138593377,-0.26582665698377267,-0.3439739083903304,-0.23318588933464315,-0.36670611485969423,-0.1850453700008997,-0.1353881047219559,-0.08612933150548158,-0.19874868427499096,-0.6315195200917275,-0.20960938184084324,-0.12751534261266687,-0.34846861630265613,4.2277524511678415,-0.16381273202031887,-0.18869310866933175,-0.5711669555205015,-0.20412414523193087,-0.10156621888903875,-0.08980265101338723,-0.3987103180579494,-0.11020775375559576,-0.1633831238975997,-0.13225413988726925,-0.3791551496282833,-0.17281816283231627,-0.14645975437882972,-0.13150664608836996,-0.11020775375559645,-0.1275153426126669,-0.1464597543788301,-0.4824540182393658,-0.4289013323137827,3.0194235822993116,-0.44755259551274135,-0.16658099888065958,-0.11020775375559645,-0.11020775375559626,-0.40300866466520646,-0.1518314510367987,-0.1697250257391063,-0.2161688505835588,-0.3583087432179091,-0.1054625327016293,-0.13916893275819756,-0.1534322437718476,-0.5434644116738863,-0.21724069913979563,-0.1315066460883701,-0.19044534662682897,-0.5658221850505123
Lo-LT57,-0.20700127632521687,-0.14285714285714354,-0.10674760375242368,-0.16058063792223568,-0.07088812050083382,-0.4150818158962037,-0.17318976288085863,-0.23952222949901142,-0.0708881205008339,-0.29765385228677493,-0.05485459945386333,-0.16658099888065955,-0.4694685597539568,-0.382857420667618,-0.16012815380508832,-0.08396038004872022,-0.08396038004872065,-0.07769309688655092,-0.10546253270162932,-0.30276780673911957,-0.4113946565323553,1.729846060483375,-0.214747044825458,-0.1792023256103904,-0.08980265101338722,-0.16658099888065958,-0.11581371547232654,-0.12832288002105371,-0.18790823039834606,-0.16698964031185895,-0.20700127632521687,-0.17886236067447867,-0.26193492681404207,-0.10546253270162932,-0.07088812050083383,-0.07769309688655103,-0.14285714285714196,-0.43351878628087853,-0.1505182990156949,-0.06337242505244768,-0.25929878350055363,-0.17886236067447867,-0.1191586461884331,-0.1464597543788297,2.069255952389274,-0.16058063792223573,-0.08980265101338723,-0.07078140853192516,-0.2726786455393383,-0.06723348523552931,-0.12340351046845832,-0.08980265101338719,-0.2653738489830283,-0.12340351046845814,-0.07769309688655066,-0.09529814069846955,-0.07088812050083382,-0.1234035104684583,-0.054854599453863055,2.3389058802151848,-0.2616165426451117,-0.20412414523193048,-0.34459231932215056,-0.08396038004872015,-0.06337242505244768,-0.07769309688655095,-0.276877207575772,-0.13916893275819908,-0.12340351046845824,-0.1534322437718477,-0.22113449066792382,-0.07769309688655057,-0.07088812050083372,-0.11476596157913561,-0.39974592380661883,-0.13916893275819767,-0.07769309688655072,-0.16972502573910578,-0.40817190132091935
Lo-PLP091,-0.6463364410486702,-0.3892516855427911,-0.3744770285222049,-0.5011528105415769,-0.27527560420488095,2.3696510875242898,-0.6501831324377032,-0.6974940610752562,-0.2616165426451115,-0.8549275471984226,-0.27383068291970736,-0.4439029751354837,1.182123970858075,-0.44330065791480056,-0.5176096209074388,3.4160183801576056,-0.2637897496303547,-0.2816271467689781,-0.27478362283816377,-0.9992329292593206,2.1546346348001193,1.8194273953123206,0.89668190449705,-0.5486939490695835,-0.27874910278839005,-0.4844152379737524,-0.3989139088491305,-0.48444882538069056,-0.5230009818812463,-0.6258849493771439,0.6878388255364678,1.109186412183249,1.3143360888663718,-0.4059637766221899,-0.2659498441962279,-0.26322992125835576,-0.45398116713120507,-0.7585826061362605,-0.4636652439441199,-0.2889318042396316,-0.8827579026872853,-0.5293632409625469,-0.34312057400094537,-0.3769413901703884,0.15032838237330243,-0.5328708754150675,-0.3987103180579494,-0.2726786455393383,-0.04883481011126953,-0.2814990896117183,-0.36529375777506234,-0.26035140805931606,-0.8227709110654785,-0.376199305285923,-0.2710713640297911,-0.30160135623364137,-0.2952479936301622,-0.2785430072655779,-0.2814990896117186,-1.0765044861297102,-0.87107576343276,0.8865952311410442,-0.06800694529243496,-0.24183780852147668,-0.30282512572202325,-0.26161654264511164,1.304738822320595,-0.3909367081573727,-0.36289970918324044,-0.4869740329179394,-0.7601873221219984,-0.2848783712724489,-0.26197285956725685,-0.36028319707696954,-0.4669804170476894,-0.4473117352843033,-0.31008683647301866,-0.46506181461969726,-0.6163519551935225
AMe26,-0.18214401877933198,-0.10050378152592182,-0.10050378152592174,-0.17586311452816275,-0.06337242505244768,1.9890493217366592,-0.20762474849945492,-0.23908057580332906,-0.08396038004872097,-0.25890435250935745,-0.054854599453862986,-0.13916893275819853,-0.46580474031510566,-0.3615639223832781,-0.17621829345468956,-0.03163859985841642,-0.07769309688655042,-0.07088812050083397,-0.05485459945386293,-0.29960898639241584,-0.42029416484739357,-0.45929210095995443,-0.23008114237079513,-0.16972502573910614,-0.0633724250524477,-0.14285714285714318,-0.11020775375559633,-0.16972502573910642,-0.16972502573910597,-0.13981680465000715,-0.20762474849945353,-0.1876078019982098,-0.2851428179140294,-0.11915864618843272,-0.07769309688655102,-0.06337242505244768,-0.1470286526728571,-0.42673271100373394,-0.12011416270764023,-0.0776930968865505,-0.2401922307076327,-0.1762182934546897,-0.11915864618843293,-0.11915864618843289,-0.40114964632286965,-0.1601281538050883,-0.11020775375559576,-0.06723348523552931,-0.2814990896117183,-0.04580646485737404,-0.14285714285714193,-0.054854599453863055,-0.24868532632824533,-0.11915864618843355,-0.10050378152592186,-0.08396038004872032,-0.09529814069847002,-0.07769309688655088,-0.08396038004872022,-0.29568060636071797,-0.2759165388903934,-0.170114393137121,2.803917600440078,-0.09692852714332859,-0.08396038004871964,-0.07088812050083373,3.9581140290126653,-0.11020775375559662,-0.1054625327016293,-0.1539372679517707,-0.22358490994620314,-0.09529814069846985,-0.06337242505244768,-0.12011416270764032,-0.3878816146391609,-0.09529814069847026,-0.07088812050083378,-0.110207753755597,-0.4102253140274523
Lo-PLP126,-0.2787491027883895,-0.16012815380508463,-0.13538810472195573,-0.2348385141823813,-0.13150664608836962,-0.5867832299749276,-0.2710713640297919,-0.2949041470644643,-0.13538810472195634,-0.3461311008444519,-0.1102077537555964,-0.17621829345468937,0.8885503805979706,-0.5175231099544464,-0.22767339673897352,-0.11915864618843333,-0.1054625327016293,-0.12340351046845843,-0.11020775375559645,-0.38044681770704536,-0.5961618525418088,-0.6776987389769942,-0.2936714364105114,-0.22717430935012828,-0.09692852714332859,-0.19874868427499098,-0.1534322437718477,-0.1990074380419971,-0.22941573387056272,-0.25597328939195163,-0.3068307480609614,-0.25942988070534206,-0.38305094701292847,-0.17281816283231682,-0.09529814069846997,-0.1191586461884328,-0.1904453466268282,-0.641164620434741,-0.2119718835478847,-0.11020775375559659,2.4830636511256627,-0.21474704482545753,-0.1568125120467955,-0.13916893275819844,1.1785090095977917,-0.25501475340612384,-0.1633831238975997,-0.12340351046845832,-0.36529375777506234,-0.14285714285714193,-0.039265936046531016,-0.09529814069846944,2.5563508604032052,-0.17586311452816383,-0.1275153426126673,-0.12427976460351099,-0.10546253270162932,-0.12340351046845802,-0.10050378152592158,-0.5013056313494927,2.404476716481249,-0.2936714364105119,-0.45093732128483616,-0.12832288002105244,-0.08980265101338718,-0.10546253270162932,-0.38044681770704536,-0.1669896403118592,-0.18181818181818088,-0.18298882785650286,-0.29490414706446305,-0.07769309688655132,-0.14645975437882827,-0.14285714285714196,-0.5809068163721877,-0.19900743804199617,-0.1147659615791356,-0.19601428307463375,-0.5711158411969192
AMe26,-0.20170141995959737,-0.12340351046845814,-0.08396038004872067,-0.15847815456433156,-0.10546253270162932,1.9349096305503435,-0.17318976288085827,-0.26161654264511186,-0.06337242505244768,-0.2503981951023614,-0.10050378152592183,-0.13916893275819833,-0.4789944212071095,-0.37441959306631584,-0.1572900352054705,-0.07769309688655035,-0.10050378152592176,-0.07088812050083372,-0.07088812050083387,-0.28368816544899483,-0.43233770116711906,-0.44475804587471196,-0.1935252382615126,-0.16972502573910642,-0.1005037815259221,-0.1428571428571424,-0.11020775375559654,-0.13916893275819853,-0.1391689327581986,-0.18214401877933195,-0.18504537000089916,-0.2041241452319296,-0.2968826061393193,-0.11915864618843319,-0.07088812050083369,-0.0776930968865508,-0.13608276348795492,-0.42769486194592127,-0.08980265101338715,-0.06337242505244768,-0.25890435250935795,-0.15681251204679567,-0.12751534261266687,-0.08025723539051265,1.997342264318778,-0.20676766567910485,-0.13225413988726925,-0.08980265101338719,-0.26035140805931606,-0.054854599453863055,-0.09529814069846944,-0.060045617006516616,-0.27645300649633353,-0.13916893275819875,-0.077693096886551,-0.10546253270162931,-0.07769309688655049,-0.08396038004872047,-0.09529814069846991,-0.326089796788557,-0.263664022152323,-0.2070012763252169,-0.32376295818623424,-0.08396038004872071,-0.08980265101338712,-0.0633724250524477,-0.26413914260705373,-0.13150664608837087,-0.12751534261266692,-0.15051829901569472,-0.2765647579422348,-0.08396038004871999,-0.07088812050083373,-0.09529814069847008,-0.3722213452848136,-0.13225413988726953,-0.10546253270162932,-0.13150664608836993,-0.4150302063237326
Lo-SLP357,-0.6141130622956701,-0.3606583826973697,-0.3715862529635198,-0.4956483071366428,-0.23787422041022474,0.23175580770140713,0.9973474333863194,-0.7241500083529917,-0.27478362283816354,-0.8134765113447618,-0.25264557631995743,-0.40999407272140825,0.6188412904683962,0.41153301643444506,-0.5200405279330159,-0.239522229499012,-0.23246931631537343,-0.21727847001998646,-0.254877865466149,-0.9156938693357797,-0.5875368656523067,-0.02984409873572308,-0.6136598088358401,-0.5004292214714335,-0.2550147534061236,-0.46366524394412084,-0.3517325026560074,-0.46455484126513635,-0.5145322668263577,-0.5963458950384543,0.8169507177413208,-0.6043478268965046,0.3400500460258868,-0.3954703049396596,-0.2597933702191319,-0.23182057667122247,-0.44318944574160596,-0.6718495614338746,-0.41704869624848506,-0.24124895481858075,-0.8697534951653751,-0.5199791066910867,-0.3744770285222049,-0.369857053795808,0.3059441078931009,1.4501443330888009,-0.3791551496282833,-0.2653738489830283,-0.8227709110654785,-0.24868532632824533,2.5563508604032052,-0.27645300649633353,-0.044202415542201556,-0.34131000498098185,-0.26895187582405167,-0.2738306829197061,-0.2702320027687644,2.878032915179814,-0.27895966619814744,-1.0353752147313382,0.2902172435100055,-0.6382538564983247,0.023959017213816474,-0.25597328939195124,-0.2526455763199577,-0.23748689116571362,-0.8132083973494065,-0.3912158594715004,-0.3528219742163301,-0.4470739105543552,0.5213130331552417,-0.2827957143221782,-0.2435611502237278,-0.3628997091832411,-1.2557359559897772,-0.4774506190305875,-0.2482817665807122,-0.4503412182635003,-0.49252843810061314
AMe12,-0.2705619998306718,-0.1754942736973642,-0.1633831238975996,-0.22699055229393392,-0.10546253270162932,-0.6187493723139672,-0.2738306829197058,-0.33258957461446126,-0.11020775375559592,2.3381524458510206,-0.11020775375559624,4.2272239132014136,0.9109786584094948,-0.5683586131591384,-0.21783372251022545,-0.13538810472195587,-0.10050378152592156,-0.1102077537555965,-0.13916893275819897,1.8509371785996196,-0.620979694310044,-0.690281676467036,-0.28663430697993986,-0.22524545469421028,-0.13538810472195623,-0.196282479408347,-0.18760780199821006,-0.20170141995959606,-0.20436564947534777,-0.25452638525123567,-0.29524799363016246,-0.24333394676099754,-0.4213210663564767,-0.17886236067447864,-0.11020775375559726,-0.0898026510133872,-0.21958604088171094,-0.6126181555617491,-0.2119718835478847,-0.13150664608837062,-0.36311804642209655,-0.2503981951023611,-0.14645975437882952,-0.20676766567910426,0.9626547780934722,-0.23787422041022477,-0.17281816283231627,-0.12340351046845814,-0.376199305285923,-0.11915864618843355,-0.17586311452816383,-0.13916893275819875,-0.34131000498098185,-0.10442128239079244,-0.07088812050083398,-0.08396038004872076,-0.11020775375559573,-0.12340351046845795,-0.11476596157913546,-0.4565824609929008,-0.395394392037105,-0.3218891458299303,-0.4383189134988488,-0.11476596157913535,-0.1102077537555959,-0.1353881047219565,-0.37791777325331954,-0.18760780199821026,-0.1601281538050878,-0.18760780199820953,-0.35939574091541465,-0.11476596157913536,-0.10050378152592163,-0.1539372679517707,-0.5521702758463789,-0.20436564947534802,-0.12751534261266703,-0.19699021102503417,-0.5747458846031976
Lo-VES044,-0.18133987104715812,-0.1398168046500081,-0.0708881205008339,-0.17281816283231635,-0.08396038004872015,-0.4288023926125065,-0.1987486842749913,-0.24124895481858064,-0.11020775375559654,-0.24704742598720628,-0.09529814069846951,-0.160128153805088,-0.443372227663205,2.3722494228767346,-0.17886236067447867,-0.08980265101338714,-0.09529814069846972,-0.08396038004872006,-0.08396038004872097,-0.255014753406123,-0.4319222298914821,-0.44231498636317423,-0.19900743804199594,-0.14998295745037912,-0.0776930968865512,-0.11020775375559545,-0.13538810472195512,-0.13538810472195575,-0.1669896403118586,-0.14841304429888227,-0.19969232143222276,-0.1850453700008992,-0.2682068234136373,-0.14346334579607598,-0.08396038004872036,-0.08980265101338719,-0.1391689327581977,-0.4775743898325922,-0.13150664608836948,-0.08396038004872025,-0.25672208307392813,-0.16658099888065958,-0.11020775375559591,-0.11915864618843339,-0.4595731042177833,-0.18473268089846342,-0.14645975437882972,-0.07769309688655066,-0.2710713640297911,-0.10050378152592186,-0.1275153426126673,-0.077693096886551,-0.26895187582405167,-0.07088812050083398,-0.06739364313261231,-0.09529814069846959,-0.08396038004871971,-0.11476596157913564,-0.0633724250524477,-0.33547973885513865,-0.2592987835005539,-0.1925944188275142,2.6853830085394215,-0.10050378152592178,-0.11020775375559579,-0.09166984970282133,-0.29166666666666646,-0.08396038004871995,-0.13150664608837034,-0.12340351046845847,-0.24828176658071174,-0.10050378152592127,-0.0952981406984693,-0.09529814069846972,-0.40007536879819805,-0.1353881047219552,-0.09529814069846981,-0.15343224377184755,-0.4310597032821608
MC62,-0.23673712220542406,-0.09529814069847008,-0.12340351046845799,-0.16381273202031915,-0.0633724250524477,-0.4381121687488238,-0.17586311452816245,-0.1842057558921739,-0.08396038004871993,-0.2710713640297912,-0.06337242505244768,-0.1601281538050882,-0.46171553532303733,-0.3603334423230966,-0.12751534261266698,-0.07088812050083393,-0.0839603800487199,-0.10050378152592197,-0.07088812050083391,-0.28211011718962736,-0.4324324324324322,1.7929090137917738,-0.17281816283231632,-0.1605806379222356,-0.07088812050083387,-0.14285714285714154,-0.09529814069847024,-0.12832288002105421,-0.15681251204679605,-0.1792023256103905,-0.21531809081405284,-0.21727847001998699,-0.2509362772627077,-0.11915864618843267,-0.08980265101338722,-0.08980265101338725,-0.12340351046845802,-0.44655752149974465,-0.13772614261276012,-0.06337242505244767,-0.25501475340612406,-0.17586311452816417,-0.13538810472195512,-0.11020775375559637,2.1770545143424025,-0.17281816283231693,-0.13150664608836996,-0.09529814069846955,-0.30160135623364137,-0.08396038004872032,-0.12427976460351099,-0.10546253270162931,-0.2738306829197061,-0.08396038004872076,-0.09529814069846959,-0.041164801739126594,-0.08396038004872027,-0.0802572353905126,-0.08980265101338716,-0.32880805039328376,-0.26895187582405167,-0.20938322787871344,-0.3283670243556549,-0.10050378152592196,-0.08980265101338723,-0.07769309688655059,-0.28487837127244964,-0.1054625327016293,-0.11476596157913559,-0.1428571428571415,-0.25054134274102874,-0.07088812050083376,-0.07088812050083376,-0.08980265101338716,-0.39121585947150084,-0.1147659615791354,-0.09529814069847002,-0.12751534261266684,-0.40489880211378426
MC62-d,-0.21453462331873147,-0.11915864618843258,-0.10546253270162934,-0.1572900352054701,-0.06337242505244772,-0.42313237809604404,-0.21277862508442935,-0.24477837658633508,-0.08396038004872006,-0.2378742204102249,-0.07088812050083382,-0.13150664608837,-0.4653089450264403,-0.3627100399011374,-0.1960142830746349,-0.09692852714332863,-0.1054625327016293,-0.07769309688655109,-0.0708881205008339,3.017455021817314,-0.4390851052852332,1.7673939077982548,-0.19073431957798753,-0.17586311452816333,-0.08980265101338712,-0.12832288002105327,-0.1505182990156941,-0.13150664608836962,-0.19044534662682852,-0.15343224377184755,-0.2121909844847516,-0.19601428307463364,-0.24785521271575975,-0.11915864618843353,-0.07088812050083387,-0.04476614810358488,-0.1464597543788292,1.8129089995162133,-0.11476596157913571,-0.08980265101338716,-0.24333394676099718,-0.12427976460351141,-0.10050378152592182,-0.15343224377184764,-0.40950523827878116,-0.14645975437882913,-0.11020775375559645,-0.07088812050083382,-0.2952479936301622,-0.09529814069847002,-0.10546253270162932,-0.07769309688655049,-0.2702320027687644,-0.11020775375559573,-0.08396038004871971,-0.08396038004872027,-0.07571138873070592,-0.08980265101338718,-0.05485459945386323,-0.3113335830266697,-0.29724095591940014,-0.20700127632521687,2.8180093098831467,-0.08396038004872007,-0.07088812050083372,-0.10546253270162932,-0.29896456903571395,-0.1353881047219561,-0.10546253270162931,-0.1633831238975998,-0.24704742598720575,-0.04476614810358549,-0.10050378152592153,-0.11476596157913527,-0.42073781037473856,-0.15681251204679478,-0.06337242505244771,-0.16338312389759935,1.9576090100271895
Me-1,-0.1990074380419974,-0.11020775375559634,-0.12751534261266695,-0.16489491297879194,-0.07088812050083396,-0.4134652329594021,-0.2070012763252169,-0.2343753532135094,-0.07088812050083376,-0.29223314743765477,-0.054854599453863395,-0.1275153426126669,-0.49419948310037054,-0.40787028989824564,-0.1697250257391063,-0.08396038004872079,0.0,-0.08396038004871993,-0.10546253270162931,-0.2916666666666657,-0.4281109382153366,-0.46816573033614645,-0.20145154833543308,-0.18181818181818027,-0.09529814069846977,-0.14645975437882897,-0.10194414990458756,-0.127515342612667,-0.16658099888065955,-0.16658099888065955,-0.22699055229393392,-0.19874868427499104,-0.27736089379583084,-0.12225958968814643,-0.07769309688655152,-0.07088812050083389,-0.1568125120467958,-0.46216747922148,-0.14285714285714265,-0.10050378152592135,-0.25278553222224515,-0.15681251204679605,-0.11476596157913574,-0.12751534261266706,-0.430378059363939,-0.14285714285714227,-0.1275153426126669,-0.1234035104684583,-0.2785430072655779,-0.07769309688655088,-0.12340351046845802,-0.08396038004872047,2.878032915179814,-0.12340351046845795,-0.11476596157913564,-0.0802572353905126,-0.08980265101338718,-0.09569949309085173,-0.07769309688655118,-0.3600272746913951,-0.2779915691571269,-0.2059573031306573,-0.3387237266898923,-0.1054625327016293,-0.10050378152592093,-0.06337242505244775,-0.25979337021913124,-0.13150664608837043,-0.11020775375559683,-0.15681251204679533,-0.2458564358778668,-0.06337242505244768,-0.08396038004871997,-0.11020775375559633,-0.4241860751976562,-0.18214401877933162,-0.07088812050083397,-0.10050378152592206,2.0290247461959097
Me-10,-0.18790823039834723,-0.10194414990458749,-0.12340351046845834,-0.15681251204679567,-0.09529814069846992,-0.40852059156110787,-0.19044534662682852,-0.2395222294990114,-0.11020775375559645,-0.2597933702191317,-0.0802572353905126,-0.1669896403118592,-0.4449941594899864,-0.4120455679855997,-0.14285714285714232,-0.08396038004871975,-0.08396038004872015,-0.054854599453863055,-0.08396038004872003,-0.2972409559194,2.0042552233631903,-0.4720591256293534,-0.22454435656953503,-0.12832288002105322,-0.07088812050083383,-0.15681251204679517,-0.11915864618843301,-0.14998295745037912,-0.15393726795177104,4.83660160798515,-0.1990074380419961,-0.17586311452816406,-0.2559732893919516,-0.12340351046845789,-0.054854599453863,-0.08396038004872053,-0.1360827634879542,-0.46064919717159836,-0.11915864618843311,-0.08396038004872045,-0.25317216319399377,-0.18760780199821014,-0.11581371547232656,-0.12427976460351119,-0.39372736441257233,-0.13018891098082364,-0.1464597543788301,-0.054854599453863055,-0.2814990896117186,-0.08396038004872022,-0.10050378152592158,-0.09529814069846991,-0.27895966619814744,-0.11476596157913546,-0.0633724250524477,-0.08980265101338716,-0.05485459945386323,-0.07769309688655118,-0.030252340437441974,2.723713534907104,-0.2746119766073597,-0.18760780199821042,-0.3176642624992672,-0.07769309688655107,-0.0898026510133872,-0.0898026510133872,-0.2594298807053422,-0.11915864618843273,-0.09529814069846979,-0.1275153426126674,-0.23952222949901117,-0.07088812050083396,-0.07088812050083376,-0.12340351046845789,-0.41279034532199377,-0.14645975437882866,-0.07769309688655061,-0.14998295745037907,-0.4037994483953394
AMe12,0.47172664539275355,-0.47315747615412573,-0.46744821489515187,-0.6636725714650752,-0.3528460327684228,1.2468220911804746,-0.8201581529315998,-0.9736390664034981,-0.31939804844445513,-1.1156565186761815,-0.345197361111915,-0.5639752008084119,0.736837803374734,-1.5837640059123694,0.7549624174441614,-0.3391235447324574,-0.32428702187171615,-0.3623089184082578,-0.3343385496165976,0.4992224396040473,0.01585895559115032,-0.24838573252808785,-0.829118651107064,-0.6605578206241365,-0.35302425077477995,2.83083578159861,-0.5079973578737486,-0.5765711488588195,0.843371322984453,3.3115908750826333,-0.8773986222424722,-0.7470840833256674,-1.1115607793730822,-0.46793269488674616,-0.3385995887898625,-0.3476983119287967,1.1177737358176794,1.0040358430356329,-0.545912955147955,-0.34709320966674717,-0.07050641833471707,0.8628662407020684,-0.4572102020694742,1.7920703659145443,-0.5300470370152477,-0.7009165989501361,-0.4824540182393658,2.3389058802151848,-1.0765044861297102,-0.29568060636071797,-0.5013056313494927,-0.326089796788557,-1.0353752147313382,-0.4565824609929008,-0.33547973885513865,-0.32880805039328376,-0.3113335830266697,-0.3600272746913951,2.723713534907104,-0.027274003581101987,-1.113742546299997,-0.8096592999777346,1.0673468075276182,2.9677812368684875,2.459747896071885,-0.3650315535595954,0.7270520136286436,-0.46914793397909155,-0.48747274421516884,-0.5857741066312958,-0.9769573527996149,-0.3367054623421994,-0.3251360593298852,1.7636130398069223,0.856808834659329,-0.5862068965517273,-0.3349948382225762,1.1313416639254252,0.7465120037467612
Lo-CB0274,-0.6670222097252273,-0.3684833273385563,2.0746557812200623,1.2856269075732136,-0.2646767474204691,-1.435059449458582,-0.6470545836559292,-0.7862626818170086,-0.2603514080593165,0.34214267401426934,-0.25597328939195174,-0.4619003661145783,0.432783479225032,1.1039164379906858,-0.5255199588953305,-0.2869019543599354,-0.29166666666666596,-0.27865269733681514,-0.25054134274102857,0.06494393274573101,-1.3873675319938148,-0.17208298091323718,-0.6553660017033403,-0.5284127929144135,-0.270232002768765,-0.4289724286460907,-0.4127903453219937,-0.4591133001869531,-0.5274446118242113,-0.5683126130480074,-0.6986402872206714,-0.6085179167073618,0.15802230921401286,2.414080169287841,-0.26843339998962834,-0.25054134274102874,-0.49066930317695095,-0.10479830615129837,-0.4817207211909905,-0.2773608937958305,0.2866694555634072,1.3460055344579533,-0.37874848413915846,-0.3797334439926448,1.645684996425086,3.1339846767953405,-0.4289013323137827,-0.2616165426451117,-0.87107576343276,-0.2759165388903934,2.404476716481249,-0.263664022152323,0.2902172435100055,-0.395394392037105,-0.2592987835005539,-0.26895187582405167,-0.29724095591940014,-0.2779915691571269,-0.2746119766073597,-1.113742546299997,-0.07844121136123225,-0.6665459411050595,-1.0560180517335052,-0.25539338588053684,-0.2882125792962013,-0.2567220830739286,-0.9082588691059582,-0.42313237809604354,-0.40951283939943933,-0.4591133001869523,-0.7686842847320937,-0.26413914260705373,-0.2851428179140297,-0.37951483797771113,0.26030149338264436,-0.47387298755463325,-0.2962173907235633,-0.484774858779851,-0.6531654786491544
